rank,module,uri,name,action,status,avg_ms,min_ms,max_ms,runs_ms,bytes,app_ms,queries,query_ms,gzip_ms,gzip_raw_bytes,gzip_bytes,slowest_queries,final_url,error
296,teknik-servis,admin/teknik-servis/ayarlar/aksesuar-ekleme,filament.admin.teknik-servis.pages.ayarlar.aksesuar-ekleme,"App\Filament\Clusters\TeknikServis\Pages\AksesuarEkleme",200,1407.98,1407.98,1407.98,1407.98,132219,621.09,3,1.95,2.05,132219,20925,"1.08ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.45ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.42ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/teknik-servis/ayarlar/aksesuar-ekleme,
297,sekreter,admin/sekreter/randevular,filament.admin.sekreter.resources.randevular.index,"App\Filament\Clusters\Sekreter\Resources\RandevuKaynagi\Pages\ListRandevular",200,1407.88,1407.88,1407.88,1407.88,150461,609.33,5,3.21,2.04,150461,22214,"1.38ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.53ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.5ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.42ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.38ms select count(*) as aggregate from `sekreter_randevulari` where `sekreter_randevulari`.`deleted_at` is null",http://127.0.0.1:8000/admin/sekreter/randevular,
298,sekreter,admin/sekreter/notlar,filament.admin.sekreter.resources.notlar.index,"App\Filament\Clusters\Sekreter\Resources\NotKaynagi\Pages\ListNotlar",200,1407.85,1407.85,1407.85,1407.85,155886,642.5,6,17.51,2.18,155886,23018,"14.6ms select count(*) as aggregate from `sekreter_notlari` where `sekreter_notlari`.`deleted_at` is null || 1.1ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.47ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.46ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.45ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/sekreter/notlar,
299,teknik-servis,admin/teknik-servis/belgeler/servis-formu,filament.admin.teknik-servis.pages.belgeler.servis-formu,"App\Filament\Clusters\TeknikServis\Pages\ServisFormu",200,1407.19,1407.19,1407.19,1407.19,141091,640.74,6,15.85,2.22,141091,23160,"12.21ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 1.3ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.87ms select * from `teknik_servis_baski_sablonlari` where `firma_id` = ? and `sablon_turu` = ? and `aktif` = ? order by `varsayilan_mi` desc, `id` asc limit 1 || 0.56ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.47ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'teknik_servis_baski_sablonlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/teknik-servis/belgeler/servis-formu,
300,teknik-servis,admin/teknik-servis/ayarlar/genel-ayarlar,filament.admin.teknik-servis.pages.ayarlar.genel-ayarlar,"App\Filament\Clusters\TeknikServis\Pages\GenelAyarlar",200,1406.41,1406.41,1406.41,1406.41,132203,634.02,3,1.87,2.48,132203,20909,"1.04ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.44ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.39ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1",http://127.0.0.1:8000/admin/teknik-servis/ayarlar/genel-ayarlar,
301,teknik-servis,admin/teknik-servis/genel-ayarlar,filament.admin.teknik-servis.pages.genel-ayarlar,"App\Filament\Clusters\TeknikServis\Pages\TeknikServisGenelAyarlarSayfasi",200,1404.53,1404.53,1404.53,1404.53,149135,635.37,14,7.97,2.14,149135,23095,"2.16ms select `id`, `ad`, `kod`, `firma_id` from `teknik_servis_tanim_servis_durumlari` where `aktif` = ? and (`firma_id` is null or `firma_id` = ?) order by firma_id is not null, `siralama` asc, `ad` asc || 1.09ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.57ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.55ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.51ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/teknik-servis/genel-ayarlar,
302,muhasebe,admin/muhasebe/tanimlar/birimler/create,filament.admin.muhasebe.resources.tanimlar.birimler.create,"App\Filament\Clusters\Muhasebe\Resources\Tanimlar\BirimTanimKaynagi\Pages\CreateBirim",200,1401.51,1401.51,1401.51,1401.51,169092,653.55,4,2.87,2.58,169092,25059,"1.2ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.65ms select `ad`, `id` from `firmalar` where `firmalar`.`deleted_at` is null order by `ad` asc || 0.57ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.45ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/muhasebe/tanimlar/birimler/create,
303,sistem-roller,admin/sistem-roller/create,filament.admin.resources.sistem-roller.create,"App\Filament\Resources\RoleResource\Pages\CreateRole",200,1399.84,1399.84,1399.84,1399.84,157640,643.54,3,1.99,2.28,157640,23745,"0.99ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.5ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.5ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/sistem-roller/create,
304,teknik-servis,admin/teknik-servis/ayarlar/telegram,filament.admin.teknik-servis.pages.ayarlar.telegram,"App\Filament\Clusters\TeknikServis\Pages\TelegramSayfasi",200,1394.62,1394.62,1394.62,1394.62,154130,632.91,12,23.34,2.18,154130,23285,"17.71ms select `konu`, `durum`, `hata_mesaji`, `olay_tarihi` from `teknik_servis_mesaj_loglari` where `firma_id` = ? and `kanal` = ? order by `olay_tarihi` desc limit 10 || 1.22ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.6ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.55ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.53ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/teknik-servis/ayarlar/telegram,
305,sekreter,admin/sekreter/ajanda,filament.admin.sekreter.pages.ajanda,"App\Filament\Clusters\Sekreter\Pages\AjandaSayfasi",200,1391.62,1391.62,1391.62,1391.62,136010,630.23,6,7,2.08,136010,21368,"3.54ms select `id`, `firma_id`, `olusturan_kullanici_id`, `atanan_kullanici_id`, `atanan_personel_id`, `cari_id`, `baslik`, `aciklama`, `tarih`, `saat`, `durum`, `oncelik`, `hatirlatma_tipi`, `tekrar_tipi`, `created_at`, `updated_at`, `deleted_at` from `sekreter_gorevleri` where `tarih` <= ? and `sekreter_gorevleri`.`deleted_at` is null || 1.76ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.52ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.44ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.41ms select `id`, `firma_id`, `olusturan_kullanici_id`, `cari_id`, `baslik`, `baslangic_tarihi`, `baslangic_saati`, `bitis_tarihi`, `bitis_saati`, `aciklama`, `hatirlatma_tipi`, `tekrar_tipi`, `created_at`, `updated_at`, `deleted_at` from `sekreter_randevulari` where `baslangic_tarihi` <= ? and `sekreter_randevulari`.`deleted_at` is null",http://127.0.0.1:8000/admin/sekreter/ajanda,
306,teknik-servis,admin/teknik-servis/cihaz-kayit/cihaz-ekle,filament.admin.teknik-servis.pages.cihaz-kayit.cihaz-ekle,"App\Filament\Clusters\TeknikServis\Pages\CihazEkle",200,1390.38,1390.38,1390.38,1390.38,132195,610.65,3,2.21,1.94,132195,20924,"1.28ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.47ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.46ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/teknik-servis/cihaz-kayit/cihaz-ekle,
307,muhasebe,admin/muhasebe/tanimlar/depolar/create,filament.admin.muhasebe.resources.tanimlar.depolar.create,"App\Filament\Clusters\Muhasebe\Resources\Tanimlar\DepoTanimKaynagi\Pages\CreateDepo",200,1386.52,1386.52,1386.52,1386.52,163499,631.2,3,1.96,2.3,163499,24351,"1.03ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.48ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.45ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/muhasebe/tanimlar/depolar/create,
308,muhasebe,admin/muhasebe/tanimlar/cari-gruplari/create,filament.admin.muhasebe.resources.tanimlar.cari-gruplari.create,"App\Filament\Clusters\Muhasebe\Resources\Tanimlar\CariGrubuTanimKaynagi\Pages\CreateCariGrubu",200,1381.29,1381.29,1381.29,1381.29,165067,634.86,4,2.4,2.47,165067,24891,"1.07ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.45ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.44ms select `ad`, `id` from `firmalar` where `firmalar`.`deleted_at` is null order by `ad` asc || 0.44ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1",http://127.0.0.1:8000/admin/muhasebe/tanimlar/cari-gruplari/create,
309,siparisler,admin/siparisler/basarisiz,filament.admin.resources.siparisler.failed,"App\Filament\Resources\SiparisKaynagi\Pages\ListBasarisizSiparisler",200,1379.97,1379.97,1379.97,1379.97,208068,618.58,4,2.48,2.74,208068,27569,"1.25ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.45ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.4ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.38ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/siparisler/basarisiz,
310,sekreter,admin/sekreter/notlar/create,filament.admin.sekreter.resources.notlar.create,"App\Filament\Clusters\Sekreter\Resources\NotKaynagi\Pages\CreateNot",200,1378.71,1378.71,1378.71,1378.71,174893,627.14,4,3,2.43,174893,26430,"1.2ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.72ms select `ad`, `id` from `cariler` where `cariler`.`deleted_at` is null order by `ad` asc limit 500 || 0.57ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.51ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/sekreter/notlar/create,
311,sistem-kullanicilar,admin/sistem-kullanicilar/create,filament.admin.resources.sistem-kullanicilar.create,"App\Filament\Resources\UserResource\Pages\CreateUser",200,1377.92,1377.92,1377.92,1377.92,164956,611.58,3,2.31,2.55,164956,23833,"1.27ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.53ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.51ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/sistem-kullanicilar/create,
312,muhasebe,admin/muhasebe/tanimlar/tasarimlar/create,filament.admin.muhasebe.resources.tanimlar.tasarimlar.create,"App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeTasarimTanimKaynagi\Pages\CreateMuhasebeTasarim",200,1375.22,1375.22,1375.22,1375.22,165048,619.34,4,2.82,2.33,165048,24871,"1.16ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.69ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.5ms select `ad`, `id` from `firmalar` where `firmalar`.`deleted_at` is null order by `ad` asc || 0.47ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1",http://127.0.0.1:8000/admin/muhasebe/tanimlar/tasarimlar/create,
313,sekreter,admin/sekreter/randevular/create,filament.admin.sekreter.resources.randevular.create,"App\Filament\Clusters\Sekreter\Resources\RandevuKaynagi\Pages\CreateRandevu",200,1371.51,1371.51,1371.51,1371.51,192291,622.9,4,2.43,2.58,192291,26955,"0.99ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.57ms select `ad`, `id` from `cariler` where `cariler`.`deleted_at` is null order by `ad` asc limit 500 || 0.47ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.4ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/sekreter/randevular/create,
314,teknik-servis,admin/teknik-servis/ayarlar/ariza-ekleme,filament.admin.teknik-servis.pages.ayarlar.ariza-ekleme,"App\Filament\Clusters\TeknikServis\Pages\ArizaEkleme",200,1364.16,1364.16,1364.16,1364.16,132198,606.88,3,1.93,1.97,132198,20923,"1.06ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.47ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.4ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1",http://127.0.0.1:8000/admin/teknik-servis/ayarlar/ariza-ekleme,
315,teknik-servis,admin/teknik-servis,filament.admin.teknik-servis,"App\Filament\Clusters\TeknikServis",200,1355.45,1355.45,1355.45,1355.45,130889,607.8,4,2.35,2.05,130889,20606,"1.1ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.45ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.41ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.39ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1",http://127.0.0.1:8000/admin/teknik-servis,
316,sistem-moduller,admin/sistem-moduller/create,filament.admin.resources.sistem-moduller.create,"App\Filament\Resources\ModulYonetimKaynagi\Pages\ModulOlustur",200,1355.27,1355.27,1355.27,1355.27,155646,606.9,3,2.24,2.15,155646,23413,"1.2ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.52ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.52ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/sistem-moduller/create,
317,muhasebe,admin/muhasebe/tanimlar/doviz-kurlari/create,filament.admin.muhasebe.resources.tanimlar.doviz-kurlari.create,"App\Filament\Clusters\Muhasebe\Resources\Tanimlar\DovizKuruTanimKaynagi\Pages\CreateDovizKuru",200,1352.21,1352.21,1352.21,1352.21,203113,610.13,6,3.11,2.79,203113,28147,"1.09ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.48ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.42ms select `ad`, `id` from `firmalar` where `firmalar`.`deleted_at` is null order by `ad` asc || 0.41ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.37ms select `kod`, `ad` from `muhasebe_para_birimleri` where `aktif_mi` = ? order by `kod` asc",http://127.0.0.1:8000/admin/muhasebe/tanimlar/doviz-kurlari/create,
